purchase_order_item_id,purchase_order_id,raw_material_id,quantity,unit_cost,line_total
11022,4477,201,4589.0,403.85,1853267.65
11023,4477,110,4426.0,208.23,921625.98
11024,4477,90,2899.2,317.72,921133.82
11025,4477,42,4344.85,419.93,1824532.86
11026,4478,258,4524.0,93.13,421320.12
11027,4478,254,4459.24,259.79,1158465.96
11028,4478,196,2943.0,112.94,332382.42
11029,4478,257,3357.4,358.48,1203560.75
11030,4478,62,3486.0,448.5,1563471.0
11031,4479,38,344.0,427.56,147080.64
11032,4479,144,2840.06,393.49,1117535.21
11033,4479,25,2729.75,160.95,439353.26
11034,4479,289,2802.0,355.5,996111.0
11035,4480,17,1437.32,128.59,184824.98
11036,4480,264,2784.1,163.4,454921.94
11037,4480,165,4336.03,202.99,880170.73
11038,4480,182,987.64,265.32,262040.64
11039,4480,109,4559.98,118.44,540084.03
11040,4480,30,574.87,315.08,181130.04
11041,4481,176,2472.0,268.34,663336.48
11042,4482,3,3527.28,401.34,1415638.56
11043,4482,59,2705.55,389.53,1053892.89
11044,4482,292,3088.94,114.07,352355.39
11045,4483,50,1152.18,268.58,309452.5
11046,4483,237,382.93,365.01,139773.28
11047,4483,60,3157.0,366.37,1156630.09
11048,4483,286,2320.0,280.17,649994.4
11049,4484,190,4030.0,162.18,653585.4
11050,4484,80,3662.0,235.51,862437.62
11051,4484,274,720.0,106.8,76896.0
11052,4484,293,1962.16,335.54,658383.17
11053,4484,242,2572.0,213.79,549867.88
11054,4484,143,4948.81,39.55,195725.44
11055,4485,203,4703.14,237.46,1116807.62
11056,4485,73,4887.7,303.25,1482195.02
11057,4486,276,368.66,174.6,64368.04
11058,4486,100,3215.0,232.75,748291.25
11059,4486,262,4502.0,300.34,1352130.68
11060,4487,223,3767.0,111.36,419493.12
11061,4487,11,3734.92,314.0,1172764.88
11062,4488,98,1854.17,407.16,754943.86
11063,4488,252,3656.29,32.72,119633.81
11064,4488,20,2543.07,206.68,525601.71
11065,4489,231,3691.0,26.17,96593.47
11066,4489,140,3344.55,20.57,68797.39
11067,4490,208,3628.0,436.35,1583077.8
11068,4490,183,588.0,336.21,197691.48
11069,4490,23,4044.63,87.09,352246.83
11070,4490,122,4682.26,84.3,394714.52
11071,4490,74,4345.0,279.3,1213558.5
11072,4491,202,1100.68,38.86,42772.42
11073,4492,145,3266.37,414.63,1354334.99
11074,4492,244,662.83,158.94,105350.2
11075,4492,82,938.85,249.7,234430.85
11076,4492,52,619.97,436.55,270647.9
11077,4492,157,1195.0,337.12,402858.4
11078,4493,256,2889.48,65.48,189203.15
11079,4493,194,1969.65,48.5,95528.03
11080,4493,121,2190.69,289.47,634139.03
11081,4494,58,1406.93,28.2,39675.43
11082,4494,115,3782.43,110.35,417391.15
11083,4494,44,3333.49,23.21,77370.3
11084,4494,218,4043.81,346.96,1403040.32
11085,4494,239,758.0,307.63,233183.54
11086,4495,268,2392.9,199.29,476881.04
11087,4495,130,3219.05,78.51,252727.62
11088,4496,3,1629.77,401.34,654091.89
11089,4496,59,4728.19,389.53,1841771.85
11090,4496,292,1139.28,114.07,129957.67
11091,4497,3,3473.46,401.34,1394038.44
11092,4497,292,346.4,114.07,39513.85
11093,4498,134,1221.65,56.92,69536.32
11094,4498,209,3476.0,389.88,1355222.88
11095,4498,77,2491.67,303.19,755449.43
11096,4498,149,2196.0,337.47,741084.12
11097,4499,288,4211.32,402.57,1695351.09
11098,4499,204,1136.43,186.45,211887.37
11099,4499,87,2455.62,15.87,38970.69
11100,4500,183,2050.0,336.21,689230.5
11101,4501,1,3684.0,436.54,1608213.36
11102,4501,66,3971.45,382.79,1520231.35
11103,4501,86,716.0,62.9,45036.4
11104,4502,156,1814.4,209.75,380570.4
11105,4503,21,4425.0,280.2,1239885.0
11106,4503,176,4395.0,268.34,1179354.3
11107,4503,46,829.38,171.28,142056.21
11108,4504,26,935.6,263.89,246895.48
11109,4505,1,4368.0,436.54,1906806.72
11110,4506,125,4566.27,214.86,981108.77
11111,4506,198,1828.11,86.4,157948.7
11112,4507,248,3279.49,58.56,192046.93
11113,4507,19,3940.86,400.95,1580087.82
11114,4507,174,2421.96,56.53,136913.4
11115,4508,150,1820.62,85.48,155626.6
11116,4508,267,1776.0,368.02,653603.52
11117,4509,111,385.03,441.07,169825.18
11118,4509,89,575.0,280.28,161161.0
11119,4509,275,4748.06,405.11,1923486.59
11120,4510,91,3212.19,98.19,315404.94
11121,4510,99,4091.0,158.67,649118.97
11122,4511,141,315.43,360.34,113662.05
11123,4511,53,1984.73,379.43,753066.1
11124,4511,279,1718.0,282.03,484527.54
11125,4512,10,3342.15,284.34,950306.93
11126,4512,34,2582.21,309.07,798083.64
11127,4512,213,2353.0,301.88,710323.64
11128,4513,174,2416.77,56.53,136620.01
11129,4514,144,3907.86,393.49,1537703.83
11130,4514,25,1229.85,160.95,197944.36
11131,4514,38,3748.0,427.56,1602494.88
11132,4514,289,312.0,355.5,110916.0
11133,4515,27,2675.5,37.75,101000.12
11134,4515,173,2285.29,149.39,341399.47
11135,4516,203,4554.82,237.46,1081587.56
11136,4516,73,4588.07,303.25,1391332.23
11137,4517,245,3548.81,418.5,1485176.98
11138,4517,129,3385.0,21.27,71998.95
11139,4518,16,3205.0,23.31,74708.55
11140,4518,235,4188.74,445.51,1866125.56
11141,4518,199,602.0,130.44,78524.88
11142,4518,255,840.0,379.3,318612.0
11143,4518,68,2117.0,204.39,432693.63
11144,4519,248,3200.28,58.56,187408.4
11145,4519,19,4260.24,400.95,1708143.23
11146,4520,194,2725.74,48.5,132198.39
11147,4520,121,811.98,289.47,235043.85
11148,4520,256,895.14,65.48,58613.77
11149,4521,130,2943.99,78.51,231132.65
11150,4521,268,4805.16,199.29,957620.34
11151,4522,60,801.0,366.37,293462.37
11152,4522,50,783.9,268.58,210539.86
11153,4522,286,768.0,280.17,215170.56
11154,4523,298,4895.39,155.91,763240.25
11155,4523,132,605.0,82.12,49682.6
11156,4523,222,4483.0,229.9,1030641.7
11157,4524,246,2032.61,374.29,760785.6
11158,4524,83,780.28,253.74,197988.25
11159,4525,46,4353.0,171.28,745581.84
11160,4525,240,2322.0,342.82,796028.04
11161,4525,176,332.0,268.34,89088.88
11162,4525,21,858.0,280.2,240411.6
11163,4526,69,2730.57,60.73,165827.52
11164,4526,45,1287.37,14.79,19040.2
11165,4526,207,3099.0,180.84,560423.16
11166,4527,200,4205.32,80.5,338528.26
11167,4528,36,442.98,410.18,181701.54
11168,4528,6,655.0,35.99,23573.45
11169,4528,181,3431.8,243.09,834236.26
11170,4529,257,954.33,358.48,342108.22
11171,4529,258,4435.0,93.13,413031.55
11172,4529,254,500.99,259.79,130152.19
11173,4529,62,4107.0,448.5,1841989.5
11174,4529,196,2844.0,112.94,321201.36
11175,4530,71,3970.1,273.96,1087648.6
11176,4530,55,492.85,212.51,104735.55
11177,4530,124,4293.37,403.86,1733920.41
11178,4530,91,2350.93,98.19,230837.82
11179,4530,99,1552.0,158.67,246255.84
11180,4531,250,312.0,422.44,131801.28
11181,4531,164,1004.0,50.91,51113.64
11182,4531,88,346.25,340.55,117915.44
11183,4532,31,3378.0,242.64,819637.92
11184,4532,283,2257.68,152.7,344747.74
11185,4532,107,3178.24,417.18,1325898.16
11186,4533,120,2056.0,65.06,133763.36
11187,4533,8,4150.0,436.28,1810562.0
11188,4533,296,4921.62,343.82,1692151.39
11189,4533,61,3120.75,449.87,1403931.8
11190,4533,281,881.05,423.1,372772.26
11191,4534,250,4356.0,422.44,1840148.64
11192,4534,88,2996.39,340.55,1020420.61
11193,4534,164,1733.0,50.91,88227.03
11194,4535,206,4152.16,53.08,220396.65
11195,4535,264,407.39,163.4,66567.53
11196,4536,16,2305.0,23.31,53729.55
11197,4536,235,1549.9,445.51,690495.95
11198,4536,295,4554.7,257.74,1173928.38
11199,4537,257,3084.67,358.48,1105792.5
11200,4538,79,2544.18,348.23,885959.8
11201,4538,263,3981.98,236.81,942972.68
11202,4539,223,934.0,111.36,104010.24
11203,4540,235,3855.08,445.51,1717476.69
11204,4540,199,1961.0,130.44,255792.84
11205,4540,295,3094.6,257.74,797602.2
11206,4540,255,4829.0,379.3,1831639.7
11207,4540,16,4967.0,23.31,115780.77
11208,4541,253,1508.88,334.28,504388.41
11209,4541,31,2487.0,242.64,603445.68
11210,4541,283,3385.87,152.7,517022.35
11211,4542,287,597.69,241.46,144318.23
11212,4542,284,646.87,65.25,42208.27
11213,4543,187,3317.73,165.3,548420.77
11214,4543,246,602.0,374.29,225322.58
11215,4543,83,754.55,253.74,191459.52
11216,4544,204,1362.57,186.45,254051.18
11217,4544,288,2016.03,402.57,811593.2
11218,4544,87,4502.35,15.87,71452.29
11219,4545,237,2871.33,365.01,1048064.16
11220,4545,60,1211.0,366.37,443674.07
11221,4545,286,3140.0,280.17,879733.8
11222,4546,17,1904.62,128.59,244915.09
11223,4546,263,2745.58,236.81,650180.8
11224,4547,197,1341.19,74.82,100347.84
11225,4547,92,941.41,63.96,60212.58
11226,4548,43,3178.0,390.13,1239833.14
11227,4549,257,484.89,358.48,173823.37
11228,4549,258,3052.0,93.13,284232.76
11229,4549,196,4064.0,112.94,458988.16
11230,4550,64,4516.0,346.74,1565877.84
11231,4550,192,3571.0,273.78,977668.38
11232,4551,202,2785.56,38.86,108246.86
11233,4551,37,4043.67,370.67,1498867.16
11234,4551,211,4899.92,118.28,579562.54
11235,4551,156,3875.71,209.75,812930.17
11236,4552,91,1061.87,98.19,104265.02
11237,4552,71,3322.59,273.96,910256.76
11238,4552,99,2284.0,158.67,362402.28
11239,4552,55,1621.39,212.51,344561.59
11240,4553,226,2879.25,132.02,380118.59
11241,4553,253,1832.07,334.28,612424.36
11242,4553,283,1062.56,152.7,162252.91
11243,4554,223,4209.0,111.36,468714.24
11244,4555,29,3407.45,443.84,1512362.61
11245,4556,115,2830.28,110.35,312321.4
11246,4557,53,1206.65,379.43,457839.21
11247,4558,75,4926.22,163.1,803466.48
11248,4558,171,3032.27,146.97,445652.72
11249,4558,177,959.37,306.56,294104.47
11250,4559,179,1895.0,225.8,427891.0
11251,4559,282,1836.51,283.59,520815.87
11252,4559,291,475.15,142.34,67632.85
11253,4560,9,2498.0,236.82,591576.36
11254,4560,155,4898.0,167.9,822374.2
11255,4560,35,1434.0,75.69,108539.46
11256,4561,207,3429.0,180.84,620100.36
11257,4561,69,827.28,60.73,50240.71
11258,4562,31,4900.0,242.64,1188936.0
11259,4562,253,2261.46,334.28,755960.85
11260,4562,107,2608.41,417.18,1088176.48
11261,4562,283,2858.95,152.7,436561.66
11262,4562,226,3759.96,132.02,496389.92
11263,4563,32,904.0,141.36,127789.44
11264,4564,160,1092.36,321.87,351597.91
11265,4565,112,1221.18,223.2,272567.38
11266,4565,11,2730.09,314.0,857248.26
11267,4565,223,2397.0,111.36,266929.92
11268,4566,67,3324.62,113.56,377543.85
11269,4566,141,733.22,360.34,264208.49
11270,4567,222,3232.0,229.9,743036.8
11271,4568,246,1107.94,374.29,414690.86
11272,4568,187,4738.28,165.3,783237.68
11273,4568,83,2585.41,253.74,656021.93
11274,4569,282,3734.46,283.59,1059055.51
11275,4570,118,4557.65,60.24,274552.84
11276,4570,126,1483.22,301.4,447042.51
11277,4570,103,809.41,281.07,227500.87
11278,4571,82,3634.78,249.7,907604.57
11279,4572,243,1237.74,187.09,231568.78
11280,4573,99,3858.0,158.67,612148.86
11281,4573,91,797.63,98.19,78319.29
11282,4573,71,3547.5,273.96,971873.1
11283,4573,124,758.54,403.86,306343.96
11284,4573,55,518.45,212.51,110175.81
11285,4574,200,4040.22,80.5,325237.71
11286,4575,34,4247.48,309.07,1312768.64
11287,4575,213,1938.0,301.88,585043.44
11288,4575,10,4505.14,284.34,1280991.51
11289,4576,125,1291.02,214.86,277388.56
11290,4577,130,536.02,78.51,42082.93
11291,4577,268,3527.9,199.29,703075.19
11292,4578,150,1452.58,85.48,124166.54
11293,4578,267,4618.0,368.02,1699516.36
11294,4578,70,3830.0,429.46,1644831.8
11295,4579,27,2594.34,37.75,97936.34
11296,4579,120,1656.0,65.06,107739.36
11297,4580,94,4838.12,159.71,772696.15
11298,4581,51,2648.0,173.26,458792.48
11299,4581,241,2368.0,269.25,637584.0
11300,4581,48,866.7,444.31,385083.48
11301,4581,230,1965.61,241.07,473849.6
11302,4582,251,3349.0,84.01,281349.49
11303,4582,234,1092.0,31.33,34212.36
11304,4582,14,2672.0,264.19,705915.68
11305,4582,51,2310.0,173.26,400230.6
11306,4583,29,1737.16,443.84,771021.09
11307,4583,183,2757.0,336.21,926930.97
11308,4583,194,1767.12,48.5,85705.32
11309,4584,186,4195.35,129.85,544766.2
11310,4585,223,2959.0,111.36,329514.24
11311,4585,112,4338.55,223.2,968364.36
11312,4585,11,2914.67,314.0,915206.38
11313,4586,131,3206.67,127.53,408946.63
11314,4586,136,799.55,95.23,76141.15
11315,4586,108,2389.0,222.98,532699.22
11316,4586,297,2704.0,394.91,1067836.64
11317,4587,70,1054.0,429.46,452650.84
11318,4587,267,1371.0,368.02,504555.42
11319,4587,150,1909.76,85.48,163246.28
11320,4588,243,1841.8,187.09,344582.36
11321,4588,266,528.66,178.42,94323.52
11322,4589,88,4755.48,340.55,1619478.71
11323,4589,164,2705.0,50.91,137711.55
11324,4590,150,3602.92,85.48,307977.6
11325,4590,267,4164.0,368.02,1532435.28
11326,4590,70,3912.0,429.46,1680047.52
11327,4591,280,2152.0,55.25,118898.0
11328,4591,57,3621.84,125.21,453490.59
11329,4591,129,2431.0,21.27,51707.37
11330,4592,3,1553.87,401.34,623630.19
11331,4592,292,456.67,114.07,52092.35
11332,4592,59,3911.33,389.53,1523580.37
11333,4593,287,570.68,241.46,137796.39
11334,4593,284,623.05,65.25,40654.01
11335,4594,112,3849.9,223.2,859297.68
11336,4595,224,3685.0,54.33,200206.05
11337,4595,78,2142.0,235.58,504612.36
11338,4596,97,3244.0,198.55,644096.2
11339,4596,111,384.19,441.07,169454.68
11340,4596,101,835.0,353.29,294997.15
11341,4596,275,2265.28,405.11,917687.58
11342,4597,27,2757.78,37.75,104106.2
11343,4598,247,2261.07,434.37,982140.98
11344,4598,92,1763.14,63.96,112770.43
11345,4598,197,1307.77,74.82,97847.35
11346,4599,228,3439.0,72.0,247608.0
11347,4600,264,4215.11,163.4,688748.97
11348,4600,206,3194.31,53.08,169553.97
11349,4601,214,434.73,418.43,181904.07
11350,4601,13,3553.0,283.52,1007346.56
11351,4601,18,2012.96,427.83,861204.68
11352,4602,213,4734.0,301.88,1429099.92
11353,4602,34,3077.96,309.07,951305.1
11354,4603,140,2021.49,20.57,41582.05
11355,4603,231,973.0,26.17,25463.41
11356,4604,114,2531.67,286.13,724386.74
11357,4604,154,2822.99,279.36,788630.49
11358,4605,288,1620.42,402.57,652332.48
11359,4605,204,2152.92,186.45,401411.93
11360,4605,87,765.61,15.87,12150.23
11361,4606,165,1242.05,202.99,252123.73
11362,4606,47,1533.0,365.32,560035.56
11363,4606,26,3051.93,263.89,805373.81
11364,4607,69,2625.8,60.73,159464.83
11365,4607,45,4288.84,14.79,63431.94
11366,4607,207,2337.0,180.84,422623.08
11367,4608,184,3176.0,195.95,622337.2
11368,4608,298,3546.3,155.91,552903.63
11369,4608,88,2949.62,340.55,1004493.09
11370,4609,193,2606.29,109.04,284189.86
11371,4609,44,2433.11,23.21,56472.48
11372,4610,216,785.31,258.51,203010.49
11373,4610,39,1644.82,327.4,538514.07
11374,4611,162,993.0,231.72,230097.96
11375,4611,278,3287.0,408.19,1341720.53
11376,4612,132,3732.0,82.12,306471.84
11377,4612,298,4807.04,155.91,749465.61
11378,4612,222,4628.0,229.9,1063977.2
11379,4613,36,334.4,410.18,137164.19
11380,4613,6,2746.0,35.99,98828.54
11381,4614,214,4332.1,418.43,1812680.6
11382,4615,242,544.0,213.79,116301.76
11383,4616,188,3394.0,291.73,990131.62
11384,4616,65,4978.26,425.31,2117303.76
11385,4617,148,885.0,363.37,321582.45
11386,4617,285,616.56,357.93,220685.32
11387,4617,127,2506.7,80.03,200611.2
11388,4617,139,3638.07,311.61,1133658.99
11389,4617,5,1834.0,446.86,819541.24
11390,4618,215,1746.0,251.87,439765.02
11391,4618,67,2231.54,113.56,253413.68
11392,4619,31,3133.0,242.64,760191.12
11393,4619,226,3800.72,132.02,501771.05
11394,4619,107,2820.49,417.18,1176652.02
11395,4620,222,3899.0,229.9,896380.1
11396,4620,132,335.0,82.12,27510.2
11397,4620,298,3108.35,155.91,484622.85
11398,4621,192,2448.0,273.78,670213.44
11399,4622,155,2806.0,167.9,471127.4
11400,4622,35,1135.0,75.69,85908.15
11401,4622,9,772.0,236.82,182825.04
11402,4623,94,3020.85,159.71,482459.95
11403,4624,190,1413.0,162.18,229160.34
11404,4624,274,4197.0,106.8,448239.6
11405,4625,201,1877.0,403.85,758026.45
11406,4625,128,2739.85,88.95,243709.66
11407,4625,236,4286.72,147.09,630533.64
11408,4625,169,2343.93,171.65,402335.58
11409,4626,106,3539.0,68.74,243270.86
11410,4626,249,3223.95,329.7,1062936.31
11411,4626,2,2499.0,22.29,55702.71
11412,4627,264,1527.88,163.4,249655.59
11413,4627,206,2193.25,53.08,116417.71
11414,4628,289,1288.0,355.5,457884.0
11415,4628,193,3220.64,109.04,351178.59
11416,4628,173,1872.44,149.39,279723.81
11417,4629,209,4504.0,389.88,1756019.52
11418,4629,149,1802.0,337.47,608120.94
11419,4629,134,2717.07,56.92,154655.62
11420,4629,77,1922.81,303.19,582976.76
11421,4630,206,2962.79,53.08,157264.89
11422,4630,264,2723.51,163.4,445021.53
11423,4631,114,4127.17,286.13,1180907.15
11424,4631,299,4002.19,370.1,1481210.52
11425,4631,154,3411.15,279.36,952938.86
11426,4632,47,1094.0,365.32,399660.08
11427,4633,158,1055.0,19.4,20467.0
11428,4633,191,1162.98,443.97,516328.23
11429,4634,26,3569.98,263.89,942082.02
11430,4634,47,2418.0,365.32,883343.76
11431,4634,165,4481.89,202.99,909778.85
11432,4635,119,3564.55,70.9,252726.6
11433,4635,43,4471.0,390.13,1744271.23
11434,4635,151,1727.0,96.58,166793.66
11435,4636,247,4395.94,434.37,1909464.46
11436,4636,197,4215.74,74.82,315421.67
11437,4637,90,2868.73,317.72,911452.9
11438,4637,42,1253.87,419.93,526537.63
11439,4637,169,3101.53,171.65,532377.62
11440,4637,201,1013.0,403.85,409100.05
11441,4637,7,1061.78,250.57,266050.21
11442,4637,4,1832.7,238.88,437795.38
11443,4638,254,451.3,259.79,117243.23
11444,4638,62,4926.0,448.5,2209311.0
11445,4638,258,1410.0,93.13,131313.3
11446,4638,257,1692.84,358.48,606849.28
11447,4639,292,1727.69,114.07,197077.6
11448,4640,122,2844.37,84.3,239780.39
11449,4641,70,2545.0,429.46,1092975.7
11450,4641,150,2117.58,85.48,181010.74
11451,4641,267,2136.0,368.02,786090.72
11452,4642,214,499.3,418.43,208922.1
11453,4642,13,872.0,283.52,247229.44
11454,4642,18,3625.57,427.83,1551127.61
11455,4643,7,3820.83,250.57,957385.37
11456,4643,128,3543.31,88.95,315177.42
11457,4644,37,1527.13,370.67,566061.28
11458,4644,202,3752.91,38.86,145838.08
11459,4644,156,2636.23,209.75,552949.24
11460,4644,182,3161.15,265.32,838716.32
11461,4644,211,2737.62,118.28,323805.69
11462,4645,184,1492.0,195.95,292357.4
11463,4645,40,4638.84,277.2,1285886.45
11464,4645,64,2898.0,346.74,1004852.52
11465,4646,246,4483.97,374.29,1678305.13
11466,4646,83,4839.2,253.74,1227898.61
11467,4646,187,2240.87,165.3,370415.81
11468,4647,2,4844.0,22.29,107972.76
11469,4647,106,1676.0,68.74,115208.24
11470,4647,249,4132.17,329.7,1362376.45
11471,4648,228,1248.0,72.0,89856.0
11472,4649,49,2787.1,70.24,195765.9
11473,4649,153,2756.88,219.58,605355.71
11474,4649,227,1344.07,262.81,353235.04
11475,4649,28,3099.22,438.55,1359162.93
11476,4650,246,4926.61,374.29,1843980.86
11477,4650,83,814.25,253.74,206607.8
11478,4650,187,1379.57,165.3,228042.92
11479,4651,34,1688.44,309.07,521846.15
11480,4651,213,1608.0,301.88,485423.04
11481,4652,94,3570.1,159.71,570180.67
11482,4652,12,3764.22,206.18,776106.88
11483,4652,248,4970.72,58.56,291085.36
11484,4652,156,336.8,209.75,70643.8
11485,4652,85,2691.15,183.36,493449.26
11486,4652,285,3827.26,357.93,1369891.17
11487,4652,89,4829.0,280.28,1353472.12
11488,4653,273,1457.09,227.72,331808.53
11489,4653,269,715.04,171.49,122622.21
11490,4653,186,733.53,129.85,95248.87
11491,4654,277,4670.0,245.97,1148679.9
11492,4654,78,2054.0,235.58,483881.32
11493,4654,224,1109.0,54.33,60251.97
11494,4654,260,3441.0,76.43,262995.63
11495,4655,200,2796.96,80.5,225155.28
11496,4656,231,3613.0,26.17,94552.21
11497,4657,176,961.0,268.34,257874.74
11498,4657,240,3567.0,342.82,1222838.94
11499,4657,46,1538.56,171.28,263524.56
11500,4657,238,3196.0,116.82,373356.72
11501,4657,21,1804.0,280.2,505480.8
11502,4658,268,842.97,199.29,167995.49
11503,4659,194,1489.54,48.5,72242.69
11504,4659,256,449.17,65.48,29411.65
11505,4659,121,4033.04,289.47,1167444.09
11506,4660,207,4742.0,180.84,857543.28
11507,4660,45,4906.88,14.79,72572.76
11508,4661,172,3665.0,97.52,357410.8
11509,4661,54,654.0,377.73,247035.42
11510,4661,126,1003.1,301.4,302334.34
11511,4661,48,2819.3,444.31,1252643.18
11512,4661,103,1110.71,281.07,312187.26
11513,4661,261,1249.0,367.11,458520.39
11514,4661,118,403.16,60.24,24286.36
11515,4662,136,2308.02,95.23,219792.74
11516,4662,152,1033.45,168.6,174239.67
11517,4662,131,3982.47,127.53,507884.4
11518,4662,297,998.0,394.91,394120.18
11519,4662,108,2491.0,222.98,555443.18
11520,4663,250,3054.0,422.44,1290131.76
11521,4663,88,1469.39,340.55,500400.76
11522,4664,299,2612.03,370.1,966712.3
11523,4664,154,2871.65,279.36,802224.14
11524,4664,114,4955.09,286.13,1417799.9
11525,4665,292,2151.76,114.07,245451.26
11526,4665,3,2610.31,401.34,1047621.82
11527,4666,32,1191.0,141.36,168359.76
11528,4667,75,3280.37,163.1,535028.35
11529,4667,12,3856.18,206.18,795067.19
11530,4667,229,670.0,218.07,146106.9
11531,4668,222,1388.0,229.9,319101.2
11532,4668,298,2953.07,155.91,460413.14
11533,4668,132,2128.0,82.12,174751.36
11534,4669,206,4086.64,53.08,216918.85
11535,4669,264,1097.53,163.4,179336.4
11536,4670,249,520.01,329.7,171447.3
11537,4671,267,3321.0,368.02,1222194.42
11538,4671,150,3448.1,85.48,294743.59
11539,4672,69,2480.55,60.73,150643.8
11540,4672,45,524.16,14.79,7752.33
11541,4672,207,4382.0,180.84,792440.88
11542,4673,138,2533.0,228.03,577599.99
11543,4674,182,3264.98,265.32,866264.49
11544,4674,211,1495.97,118.28,176943.33
11545,4674,156,3729.51,209.75,782264.72
11546,4674,37,2498.85,370.67,926248.73
11547,4675,46,3495.46,171.28,598702.39
11548,4675,240,841.0,342.82,288311.62
11549,4675,238,4172.0,116.82,487373.04
11550,4675,176,2917.0,268.34,782747.78
11551,4676,143,1612.71,39.55,63782.68
11552,4677,94,398.55,159.71,63652.42
11553,4678,118,1024.07,60.24,61689.98
11554,4678,103,2406.67,281.07,676442.74
11555,4678,48,1758.96,444.31,781523.52
11556,4679,213,1117.0,301.88,337199.96
11557,4679,34,4846.25,309.07,1497830.49
11558,4679,10,4568.8,284.34,1299092.59
11559,4680,130,1012.11,78.51,79460.76
11560,4680,268,4197.96,199.29,836611.45
11561,4681,159,1065.17,115.84,123389.29
11562,4681,57,1724.85,125.21,215968.47
11563,4682,26,432.2,263.89,114053.26
11564,4682,47,2180.0,365.32,796397.6
11565,4682,165,1184.07,202.99,240354.37
11566,4683,228,4900.0,72.0,352800.0
11567,4684,132,3194.0,82.12,262291.28
11568,4684,222,3328.0,229.9,765107.2
11569,4685,110,3699.0,208.23,770242.77
11570,4685,236,3769.86,147.09,554508.71
11571,4685,169,4426.53,171.65,759813.87
11572,4686,203,1889.64,237.46,448713.91
11573,4686,73,2761.6,303.25,837455.2
11574,4687,187,4613.99,165.3,762692.55
11575,4687,246,568.55,374.29,212802.58
11576,4687,83,4408.77,253.74,1118681.3
11577,4688,203,2321.92,237.46,551363.12
11578,4688,73,924.11,303.25,280236.36
11579,4689,231,2319.0,26.17,60688.23
11580,4689,140,4881.22,20.57,100406.7
11581,4690,160,2795.92,321.87,899922.77
11582,4691,163,4654.56,240.85,1121050.78
11583,4691,76,1675.95,53.76,90099.07
11584,4691,138,2614.0,228.03,596070.42
11585,4691,161,4508.0,403.16,1817445.28
11586,4692,227,316.64,262.81,83216.16
11587,4693,159,3825.9,115.84,443192.26
11588,4693,280,4842.0,55.25,267520.5
11589,4693,57,4087.42,125.21,511785.86
11590,4694,255,444.0,379.3,168409.2
11591,4694,295,4647.18,257.74,1197764.17
11592,4694,199,4453.0,130.44,580849.32
11593,4694,235,1682.16,445.51,749419.1
11594,4694,16,3702.0,23.31,86293.62
11595,4694,294,1936.66,17.99,34840.51
11596,4694,93,4061.8,9.5,38587.1
11597,4694,68,3767.0,204.39,769937.13
11598,4695,79,2578.04,348.23,897750.87
11599,4695,33,3919.94,366.77,1437716.39
11600,4695,263,4809.26,236.81,1138880.86
11601,4696,296,809.45,343.82,278305.1
11602,4697,14,3288.0,264.19,868656.72
11603,4697,139,2168.24,311.61,675645.27
11604,4698,79,2247.11,348.23,782511.12
11605,4698,263,1674.79,236.81,396607.02
11606,4699,82,1264.22,249.7,315675.73
11607,4699,145,937.43,414.63,388686.6
11608,4699,56,2132.26,188.42,401760.43
11609,4700,79,4195.71,348.23,1461072.09
11610,4700,263,1563.4,236.81,370228.75
11611,4700,17,4437.61,128.59,570632.27
11612,4701,158,2338.0,19.4,45357.2
11613,4702,1,837.0,436.54,365383.98
11614,4702,86,3977.0,62.9,250153.3
11615,4702,66,4648.51,382.79,1779403.14
11616,4703,135,3616.02,208.97,755639.7
11617,4703,280,2907.0,55.25,160611.75
11618,4703,159,3343.7,115.84,387334.21
11619,4703,57,1726.93,125.21,216228.91
11620,4704,264,662.65,163.4,108277.01
11621,4704,206,4080.82,53.08,216609.93
11622,4705,260,1506.0,76.43,115103.58
11623,4705,78,1004.0,235.58,236522.32
11624,4706,295,639.65,257.74,164863.39
11625,4706,235,1145.24,445.51,510215.87
11626,4707,108,4326.0,222.98,964611.48
11627,4707,131,3265.98,127.53,416510.43
11628,4708,215,320.0,251.87,80598.4
11629,4708,279,2914.0,282.03,821835.42
11630,4709,159,4776.32,115.84,553288.91
11631,4709,280,4701.0,55.25,259730.25
11632,4709,245,2513.07,418.5,1051719.8
11633,4709,129,3511.0,21.27,74678.97
11634,4710,215,3547.0,251.87,893382.89
11635,4711,279,3362.0,282.03,948184.86
11636,4711,53,1785.98,379.43,677654.39
11637,4711,141,1578.67,360.34,568857.95
11638,4711,67,4622.46,113.56,524926.56
11639,4712,237,2160.63,365.01,788651.56
11640,4712,286,897.0,280.17,251312.49
11641,4713,39,1363.27,327.4,446334.6
11642,4714,80,4557.0,235.51,1073219.07
11643,4714,242,4329.0,213.79,925496.91
11644,4715,117,494.0,60.61,29941.34
11645,4715,205,2781.25,442.12,1229646.25
11646,4716,38,2352.0,427.56,1005621.12
11647,4716,144,331.27,393.49,130351.43
11648,4717,108,4525.0,222.98,1008984.5
11649,4717,297,4250.0,394.91,1678367.5
11650,4718,263,4728.59,236.81,1119777.4
11651,4718,17,1075.99,128.59,138361.55
11652,4718,33,4475.1,366.77,1641332.43
11653,4718,79,3107.67,348.23,1082183.92
11654,4719,247,1186.04,434.37,515180.19
11655,4720,45,1822.42,14.79,26953.59
