batch_material_id,batch_id,raw_material_id,quantity_used,unit_cost,line_cost
6058,1428,299,234.52,370.1,86795.85
6059,1428,198,446.27,86.4,38557.73
6060,1428,284,111.97,65.25,7306.04
6061,1428,270,107.69,209.82,22595.52
6062,1429,48,593.18,444.31,263555.81
6063,1429,94,801.29,159.71,127974.03
6064,1429,143,401.05,39.55,15861.53
6065,1429,207,56.0,180.84,10127.04
6066,1429,267,1164.0,368.02,428375.28
6067,1430,48,246.74,444.31,109629.05
6068,1430,94,371.78,159.71,59376.98
6069,1430,143,501.23,39.55,19823.65
6070,1430,207,831.0,180.84,150278.04
6071,1430,267,361.0,368.02,132855.22
6072,1431,184,448.0,195.95,87785.6
6073,1431,295,188.93,257.74,48694.82
6074,1431,173,749.61,149.39,111984.24
6075,1432,257,541.62,358.48,194159.94
6076,1432,208,526.0,436.35,229520.1
6077,1432,288,193.27,402.57,77804.7
6078,1432,103,371.68,281.07,104468.1
6079,1432,238,175.0,116.82,20443.5
6080,1433,28,233.92,438.55,102585.62
6081,1433,101,262.0,353.29,92561.98
6082,1433,279,22.0,282.03,6204.66
6083,1434,42,11.44,419.93,4804.0
6084,1434,133,12.0,42.65,511.8
6085,1434,127,261.46,80.03,20924.64
6086,1434,178,235.0,355.76,83603.6
6087,1435,133,247.0,42.65,10534.55
6088,1435,89,400.0,280.28,112112.0
6089,1435,299,363.59,370.1,134564.66
6090,1436,186,610.04,129.85,79213.69
6091,1436,143,666.36,39.55,26354.54
6092,1436,77,128.26,303.19,38887.15
6093,1437,250,283.0,422.44,119550.52
6094,1437,117,44.0,60.61,2666.84
6095,1437,139,310.14,311.61,96642.73
6096,1437,173,281.87,149.39,42108.56
6097,1437,154,516.27,279.36,144225.19
6098,1438,48,865.95,444.31,384750.24
6099,1438,94,340.89,159.71,54443.54
6100,1438,143,585.07,39.55,23139.52
6101,1438,207,731.0,180.84,132194.04
6102,1438,267,768.0,368.02,282639.36
6103,1439,237,134.11,365.01,48951.49
6104,1439,239,137.0,307.63,42145.31
6105,1439,198,17.91,86.4,1547.42
6106,1439,94,66.68,159.71,10649.46
6107,1439,195,64.01,71.33,4565.83
6108,1440,295,107.97,257.74,27828.19
6109,1440,62,330.0,448.5,148005.0
6110,1440,199,67.0,130.44,8739.48
6111,1440,91,412.06,98.19,40460.17
6112,1440,79,418.25,348.23,145647.2
6113,1441,284,883.94,65.25,57677.09
6114,1441,292,890.13,114.07,101537.13
6115,1441,89,304.0,280.28,85205.12
6116,1441,242,621.0,213.79,132763.59
6117,1441,12,923.37,206.18,190380.43
6118,1441,271,633.0,137.72,87176.76
6119,1442,189,665.05,258.14,171676.01
6120,1442,250,252.0,422.44,106454.88
6121,1442,129,691.0,21.27,14697.57
6122,1442,261,338.0,367.11,124083.18
6123,1443,10,618.93,284.34,175986.56
6124,1443,143,358.17,39.55,14165.62
6125,1443,165,263.8,202.99,53548.76
6126,1444,80,323.0,235.51,76069.73
6127,1444,156,23.01,209.75,4826.35
6128,1444,297,50.0,394.91,19745.5
6129,1445,257,127.98,358.48,45878.27
6130,1445,208,57.0,436.35,24871.95
6131,1445,288,457.2,402.57,184055.0
6132,1445,103,595.65,281.07,167419.35
6133,1445,238,65.0,116.82,7593.3
6134,1446,257,316.95,358.48,113620.24
6135,1446,81,439.15,383.93,168602.86
6136,1446,121,98.67,289.47,28562.0
6137,1447,250,406.0,422.44,171510.64
6138,1447,117,761.0,60.61,46124.21
6139,1447,139,764.2,311.61,238132.36
6140,1447,173,652.08,149.39,97414.23
6141,1447,154,367.12,279.36,102558.64
6142,1448,287,255.56,241.46,61707.52
6143,1448,166,105.57,241.08,25450.82
6144,1448,196,125.0,112.94,14117.5
6145,1448,155,218.0,167.9,36602.2
6146,1449,260,26.0,76.43,1987.18
6147,1449,256,20.58,65.48,1347.58
6148,1449,199,19.0,130.44,2478.36
6149,1449,300,31.0,52.45,1625.95
6150,1450,50,302.0,268.58,81111.16
6151,1450,140,167.74,20.57,3450.41
6152,1450,29,259.71,443.84,115269.69
6153,1450,287,135.54,241.46,32727.49
6154,1450,211,59.91,118.28,7086.15
6155,1450,209,378.0,389.88,147374.64
6156,1451,35,59.0,75.69,4465.71
6157,1451,91,45.34,98.19,4451.93
6158,1451,167,361.0,111.38,40208.18
6159,1451,258,74.0,93.13,6891.62
6160,1452,231,385.0,26.17,10075.45
6161,1452,211,227.26,118.28,26880.31
6162,1452,285,693.43,357.93,248199.4
6163,1452,58,530.85,28.2,14969.97
6164,1452,116,523.07,36.91,19306.51
6165,1453,81,59.53,383.93,22855.35
6166,1453,109,52.45,118.44,6212.18
6167,1453,136,150.81,95.23,14361.64
6168,1453,168,91.0,123.35,11224.85
6169,1453,201,103.0,403.85,41596.55
6170,1453,34,63.89,309.07,19746.48
6171,1454,227,171.75,262.81,45137.62
6172,1454,265,630.42,395.11,249085.25
6173,1454,133,643.0,42.65,27423.95
6174,1454,140,612.93,20.57,12607.97
6175,1455,267,24.0,368.02,8832.48
6176,1455,281,47.11,423.1,19932.24
6177,1455,5,50.0,446.86,22343.0
6178,1456,81,287.2,383.93,110264.7
6179,1456,109,775.24,118.44,91819.43
6180,1456,136,54.96,95.23,5233.84
6181,1456,168,735.09,123.35,90673.35
6182,1456,201,670.0,403.85,270579.5
6183,1456,34,466.95,309.07,144320.24
6184,1457,184,628.0,195.95,123056.6
6185,1457,259,491.0,76.15,37389.65
6186,1457,28,685.62,438.55,300678.65
6187,1458,81,117.57,383.93,45138.65
6188,1458,125,567.48,214.86,121928.75
6189,1458,144,597.28,393.49,235023.71
6190,1458,34,180.51,309.07,55790.23
6191,1458,211,392.79,118.28,46459.2
6192,1459,123,611.0,157.51,96238.61
6193,1459,12,379.85,206.18,78317.47
6194,1459,282,281.04,283.59,79700.13
6195,1459,28,75.26,438.55,33005.27
6196,1459,226,561.12,132.02,74079.06
6197,1460,260,506.0,76.43,38673.58
6198,1460,256,756.62,65.48,49543.48
6199,1460,199,434.0,130.44,56610.96
6200,1460,300,390.0,52.45,20455.5
6201,1461,284,288.77,65.25,18842.24
6202,1461,292,565.96,114.07,64559.06
6203,1461,89,28.0,280.28,7847.84
6204,1461,242,389.0,213.79,83164.31
6205,1461,12,255.73,206.18,52726.41
6206,1461,271,44.0,137.72,6059.68
6207,1462,299,245.15,370.1,90730.02
6208,1462,198,246.55,86.4,21301.92
6209,1462,284,151.52,65.25,9886.68
6210,1462,270,78.19,209.82,16405.83
6211,1463,133,176.0,42.65,7506.4
6212,1463,89,121.0,280.28,33913.88
6213,1463,299,150.35,370.1,55644.54
6214,1464,260,60.0,76.43,4585.8
6215,1464,256,117.98,65.48,7725.33
6216,1464,199,79.0,130.44,10304.76
6217,1464,300,215.0,52.45,11276.75
6218,1465,162,346.0,231.72,80175.12
6219,1465,213,479.0,301.88,144600.52
6220,1465,188,633.0,291.73,184665.09
6221,1465,74,426.0,279.3,118981.8
6222,1465,94,395.36,159.71,63142.95
6223,1466,38,161.0,427.56,68837.16
6224,1466,112,1430.0,223.2,319176.0
6225,1466,272,1298.0,337.18,437659.64
6226,1466,83,1631.33,253.74,413933.67
6227,1466,136,623.6,95.23,59385.43
6228,1467,108,273.0,222.98,60873.54
6229,1467,189,102.88,258.14,26557.44
6230,1467,141,163.12,360.34,58778.66
6231,1467,174,468.13,56.53,26463.39
6232,1467,287,110.09,241.46,26582.33
6233,1468,10,287.44,284.34,81730.69
6234,1468,143,270.55,39.55,10700.25
6235,1468,165,35.32,202.99,7169.61
6236,1469,167,225.0,111.38,25060.5
6237,1469,26,192.84,263.89,50888.55
6238,1469,245,780.15,418.5,326492.77
6239,1469,165,356.2,202.99,72305.04
6240,1469,176,86.0,268.34,23077.24
6241,1469,33,474.79,366.77,174138.73
6242,1470,153,177.13,219.58,38894.21
6243,1470,184,159.0,195.95,31156.05
6244,1470,103,163.4,281.07,45926.84
6245,1470,19,544.64,400.95,218373.41
6246,1470,167,627.0,111.38,69835.26
6247,1470,136,141.28,95.23,13454.09
6248,1471,200,318.19,80.5,25614.29
6249,1471,136,76.17,95.23,7253.67
6250,1471,229,487.0,218.07,106200.09
6251,1472,48,742.82,444.31,330042.35
6252,1472,94,908.85,159.71,145152.43
6253,1472,143,197.64,39.55,7816.66
6254,1472,207,970.0,180.84,175414.8
6255,1472,267,208.0,368.02,76548.16
6256,1473,257,110.79,358.48,39716.0
6257,1473,208,414.0,436.35,180648.9
6258,1473,288,670.0,402.57,269721.9
6259,1473,103,188.49,281.07,52978.88
6260,1473,238,341.0,116.82,39835.62
6261,1474,80,128.0,235.51,30145.28
6262,1474,156,133.59,209.75,28020.5
6263,1474,297,81.0,394.91,31987.71
6264,1475,299,389.76,370.1,144250.18
6265,1475,198,44.31,86.4,3828.38
6266,1475,284,613.08,65.25,40003.47
6267,1475,270,193.3,209.82,40558.21
6268,1476,10,188.11,284.34,53487.2
6269,1476,143,263.64,39.55,10426.96
6270,1476,165,255.92,202.99,51949.2
6271,1477,200,275.49,80.5,22176.94
6272,1477,136,352.53,95.23,33571.43
6273,1477,229,279.0,218.07,60841.53
6274,1478,135,125.43,208.97,26211.11
6275,1478,214,768.35,418.43,321500.69
6276,1478,162,740.0,231.72,171472.8
6277,1479,81,237.9,383.93,91336.95
6278,1479,109,131.65,118.44,15592.63
6279,1479,136,179.76,95.23,17118.54
6280,1479,168,97.38,123.35,12011.82
6281,1479,201,32.0,403.85,12923.2
6282,1479,34,197.5,309.07,61041.32
6283,1480,48,39.36,444.31,17488.04
6284,1480,94,105.24,159.71,16807.88
6285,1480,143,347.83,39.55,13756.68
6286,1480,207,524.0,180.84,94760.16
6287,1480,267,541.0,368.02,199098.82
6288,1481,50,152.61,268.58,40987.99
6289,1481,140,303.6,20.57,6245.05
6290,1481,29,166.62,443.84,73952.62
6291,1481,287,226.83,241.46,54770.37
6292,1481,211,413.01,118.28,48850.82
6293,1481,209,308.0,389.88,120083.04
6294,1482,48,262.15,444.31,116475.87
6295,1482,94,71.23,159.71,11376.14
6296,1482,143,241.28,39.55,9542.62
6297,1482,207,27.0,180.84,4882.68
6298,1482,267,96.0,368.02,35329.92
6299,1483,184,891.0,195.95,174591.45
6300,1483,259,783.0,76.15,59625.45
6301,1483,28,1062.28,438.55,465862.89
6302,1484,237,57.36,365.01,20936.97
6303,1484,239,50.0,307.63,15381.5
6304,1484,198,447.23,86.4,38640.67
6305,1484,94,473.63,159.71,75643.45
6306,1484,195,434.94,71.33,31024.27
6307,1485,275,178.94,405.11,72490.38
6308,1485,1,565.0,436.54,246645.1
6309,1485,285,548.15,357.93,196199.33
6310,1486,71,750.61,273.96,205637.12
6311,1486,298,321.65,155.91,50148.45
6312,1486,161,100.0,403.16,40316.0
6313,1487,10,275.98,284.34,78472.15
6314,1487,143,115.54,39.55,4569.61
6315,1487,165,44.81,202.99,9095.98
6316,1488,48,54.41,444.31,24174.91
6317,1488,94,185.85,159.71,29682.1
6318,1488,143,794.06,39.55,31405.07
6319,1488,207,363.0,180.84,65644.92
6320,1488,267,358.0,368.02,131751.16
6321,1489,186,201.58,129.85,26175.16
6322,1489,143,470.99,39.55,18627.65
6323,1489,77,648.8,303.19,196709.67
6324,1490,48,655.68,444.31,291325.18
6325,1490,94,626.25,159.71,100018.39
6326,1490,143,661.27,39.55,26153.23
6327,1490,207,674.0,180.84,121886.16
6328,1490,267,95.0,368.02,34961.9
6329,1491,262,313.0,300.34,94006.42
6330,1491,230,65.15,241.07,15705.71
6331,1491,76,146.89,53.76,7896.81
6332,1491,93,74.17,9.5,704.62
6333,1491,127,174.83,80.03,13991.64
6334,1491,232,156.17,153.46,23965.85
6335,1492,284,168.73,65.25,11009.63
6336,1492,292,175.51,114.07,20020.43
6337,1492,89,88.0,280.28,24664.64
6338,1492,242,159.0,213.79,33992.61
6339,1492,12,168.6,206.18,34761.95
6340,1492,271,87.0,137.72,11981.64
6341,1493,123,506.0,157.51,79700.06
6342,1493,12,76.05,206.18,15679.99
6343,1493,282,568.31,283.59,161167.03
6344,1493,28,358.7,438.55,157307.89
6345,1493,226,394.58,132.02,52092.45
6346,1494,50,675.61,268.58,181455.33
6347,1494,140,387.76,20.57,7976.22
6348,1494,29,514.62,443.84,228408.94
6349,1494,287,238.99,241.46,57706.53
6350,1494,211,229.75,118.28,27174.83
6351,1494,209,464.0,389.88,180904.32
6352,1495,48,164.49,444.31,73084.55
6353,1495,94,34.02,159.71,5433.33
6354,1495,143,84.04,39.55,3323.78
6355,1495,207,493.0,180.84,89154.12
6356,1495,267,116.0,368.02,42690.32
6357,1496,291,311.44,142.34,44330.37
6358,1496,21,832.0,280.2,233126.4
6359,1496,180,634.0,41.85,26532.9
6360,1497,48,113.32,444.31,50349.21
6361,1497,94,469.71,159.71,75017.38
6362,1497,143,282.88,39.55,11187.9
6363,1497,207,86.0,180.84,15552.24
6364,1497,267,232.0,368.02,85380.64
6365,1498,262,189.0,300.34,56764.26
6366,1498,230,689.45,241.07,166205.71
6367,1498,76,456.27,53.76,24529.08
6368,1498,93,520.55,9.5,4945.22
6369,1498,127,695.56,80.03,55665.67
6370,1498,232,400.42,153.46,61448.45
6371,1499,272,562.0,337.18,189495.16
6372,1499,247,365.86,434.37,158918.61
6373,1499,119,520.02,70.9,36869.42
6374,1499,105,472.0,427.44,201751.68
6375,1500,257,431.91,358.48,154831.1
6376,1500,81,183.31,383.93,70378.21
6377,1500,121,416.74,289.47,120633.73
6378,1501,71,137.87,273.96,37770.87
6379,1501,298,25.33,155.91,3949.2
6380,1501,161,148.0,403.16,59667.68
6381,1502,71,343.73,273.96,94168.27
6382,1502,298,128.4,155.91,20018.84
6383,1502,161,231.0,403.16,93129.96
6384,1503,48,182.75,444.31,81197.65
6385,1503,94,126.99,159.71,20281.57
6386,1503,143,250.39,39.55,9902.92
6387,1503,207,106.0,180.84,19169.04
6388,1503,267,337.0,368.02,124022.74
6389,1504,287,99.9,241.46,24121.85
6390,1504,166,238.11,241.08,57403.56
6391,1504,196,39.0,112.94,4404.66
6392,1504,155,63.0,167.9,10577.7
6393,1505,299,336.83,370.1,124660.78
6394,1505,198,468.73,86.4,40498.27
6395,1505,284,237.78,65.25,15515.15
6396,1505,270,20.67,209.82,4336.98
6397,1506,28,378.39,438.55,165942.93
6398,1506,101,486.0,353.29,171698.94
6399,1506,279,372.0,282.03,104915.16
6400,1507,133,1104.0,42.65,47085.6
6401,1507,89,798.0,280.28,223663.44
6402,1507,299,158.94,370.1,58823.69
6403,1508,48,119.46,444.31,53077.27
6404,1508,94,626.46,159.71,100051.93
6405,1508,143,541.47,39.55,21415.14
6406,1508,207,1132.0,180.84,204710.88
6407,1508,267,528.0,368.02,194314.56
6408,1509,80,326.0,235.51,76776.26
6409,1509,156,723.24,209.75,151699.59
6410,1509,297,380.0,394.91,150065.8
6411,1510,189,342.37,258.14,88379.39
6412,1510,250,38.0,422.44,16052.72
6413,1510,129,687.0,21.27,14612.49
6414,1510,261,534.0,367.11,196036.74
6415,1511,189,671.13,258.14,173245.5
6416,1511,250,611.0,422.44,258110.84
6417,1511,129,453.0,21.27,9635.31
6418,1511,261,203.0,367.11,74523.33
6419,1512,287,40.02,241.46,9663.23
6420,1512,166,84.91,241.08,20470.1
6421,1512,196,82.0,112.94,9261.08
6422,1512,155,54.0,167.9,9066.6
6423,1513,255,834.0,379.3,316336.2
6424,1513,132,566.0,82.12,46479.92
6425,1513,66,615.28,382.79,235523.03
6426,1513,35,294.0,75.69,22252.86
6427,1514,71,599.2,273.96,164156.83
6428,1514,298,424.82,155.91,66233.69
6429,1514,161,179.0,403.16,72165.64
6430,1515,293,277.72,335.54,93186.17
6431,1515,1,304.0,436.54,132708.16
6432,1515,185,178.41,60.03,10709.95
6433,1515,18,187.91,427.83,80393.54
6434,1515,201,485.0,403.85,195867.25
6435,1515,285,452.85,357.93,162088.6
6436,1516,287,217.78,241.46,52585.16
6437,1516,166,99.41,241.08,23965.76
6438,1516,196,335.0,112.94,37834.9
6439,1516,155,157.0,167.9,26360.3
6440,1517,273,30.79,227.72,7011.5
6441,1517,184,114.0,195.95,22338.3
6442,1517,270,184.55,209.82,38722.28
6443,1518,148,148.0,363.37,53778.76
6444,1518,139,317.38,311.61,98898.78
6445,1518,33,608.31,366.77,223109.86
6446,1518,297,297.0,394.91,117288.27
6447,1518,229,402.0,218.07,87664.14
6448,1518,227,302.44,262.81,79484.26
6449,1519,193,190.04,109.04,20721.96
6450,1519,82,72.58,249.7,18123.23
6451,1519,226,235.42,132.02,31080.15
6452,1520,293,278.89,335.54,93578.75
6453,1520,1,345.0,436.54,150606.3
6454,1520,185,523.45,60.03,31422.7
6455,1520,18,451.95,427.83,193357.77
6456,1520,201,53.0,403.85,21404.05
6457,1520,285,496.47,357.93,177701.51
6458,1521,71,147.72,273.96,40469.37
6459,1521,298,77.02,155.91,12008.19
6460,1521,161,19.0,403.16,7660.04
6461,1522,249,735.99,329.7,242655.9
6462,1522,193,744.8,109.04,81212.99
6463,1522,1,199.0,436.54,86871.46
6464,1522,289,487.0,355.5,173128.5
6465,1522,19,428.66,400.95,171871.23
6466,1522,200,135.78,80.5,10930.29
6467,1523,94,59.23,159.71,9459.62
6468,1523,69,139.73,60.73,8485.8
6469,1523,296,529.01,343.82,181884.22
6470,1524,81,555.29,383.93,213192.49
6471,1524,125,276.35,214.86,59376.56
6472,1524,144,552.61,393.49,217446.51
6473,1524,34,571.61,309.07,176667.5
6474,1524,211,160.12,118.28,18938.99
6475,1525,48,278.53,444.31,123753.66
6476,1525,94,591.17,159.71,94415.76
6477,1525,143,538.01,39.55,21278.3
6478,1525,207,645.0,180.84,116641.8
6479,1525,267,362.0,368.02,133223.24
6480,1526,80,407.0,235.51,95852.57
6481,1526,156,444.44,209.75,93221.29
6482,1526,297,631.0,394.91,249188.21
6483,1527,42,410.51,419.93,172385.46
6484,1527,133,710.0,42.65,30281.5
6485,1527,127,139.88,80.03,11194.6
6486,1527,178,318.0,355.76,113131.68
6487,1528,228,216.0,72.0,15552.0
6488,1528,45,213.37,14.79,3155.74
6489,1528,73,503.28,303.25,152619.66
6490,1528,264,253.72,163.4,41457.85
6491,1528,35,462.0,75.69,34968.78
6492,1529,264,64.1,163.4,10473.94
6493,1529,194,557.99,48.5,27062.51
6494,1529,232,593.17,153.46,91027.87
6495,1529,274,364.0,106.8,38875.2
6496,1529,256,495.59,65.48,32451.23
6497,1529,276,381.37,174.6,66587.2
6498,1530,50,23.91,268.58,6421.75
6499,1530,140,27.21,20.57,559.71
6500,1530,29,49.06,443.84,21774.79
6501,1530,287,8.51,241.46,2054.82
6502,1530,211,19.76,118.28,2337.21
6503,1530,209,27.0,389.88,10526.76
6504,1531,264,522.76,163.4,85418.98
6505,1531,194,298.04,48.5,14454.94
6506,1531,232,627.15,153.46,96242.44
6507,1531,274,258.0,106.8,27554.4
6508,1531,256,406.26,65.48,26601.9
6509,1531,276,518.2,174.6,90477.72
6510,1532,28,339.23,438.55,148769.32
6511,1532,101,88.0,353.29,31089.52
6512,1532,279,245.0,282.03,69097.35
6513,1533,48,166.52,444.31,73986.5
6514,1533,94,220.74,159.71,35254.39
6515,1533,143,151.93,39.55,6008.83
6516,1533,207,126.0,180.84,22785.84
6517,1533,267,175.0,368.02,64403.5
6518,1534,255,167.0,379.3,63343.1
6519,1534,132,427.0,82.12,35065.24
6520,1534,66,285.59,382.79,109321.0
6521,1534,35,294.0,75.69,22252.86
6522,1535,33,261.28,366.77,95829.67
6523,1535,154,116.56,279.36,32562.2
6524,1535,153,829.47,219.58,182135.02
6525,1535,202,911.82,38.86,35433.33
6526,1535,140,369.12,20.57,7592.8
6527,1535,295,198.4,257.74,51135.62
6528,1536,221,415.53,193.17,80267.93
6529,1536,118,136.85,60.24,8243.84
6530,1536,95,499.41,266.69,133187.65
6531,1537,277,197.0,245.97,48456.09
6532,1537,106,331.0,68.74,22752.94
6533,1537,126,330.78,301.4,99697.09
6534,1537,95,129.91,266.69,34645.7
6535,1537,10,23.78,284.34,6761.61
6536,1537,79,106.25,348.23,36999.44
6537,1538,275,12.22,405.11,4950.44
6538,1538,1,126.0,436.54,55004.04
6539,1538,285,170.16,357.93,60905.37
6540,1539,227,412.77,262.81,108480.08
6541,1539,265,156.94,395.11,62008.56
6542,1539,133,574.0,42.65,24481.1
6543,1539,140,600.23,20.57,12346.73
6544,1540,291,55.75,142.34,7935.45
6545,1540,207,750.0,180.84,135630.0
6546,1540,72,754.0,105.2,79320.8
6547,1540,153,717.2,219.58,157482.78
6548,1540,104,777.7,388.48,302120.9
6549,1541,71,453.66,273.96,124284.69
6550,1541,298,548.47,155.91,85511.96
6551,1541,161,55.0,403.16,22173.8
6552,1542,257,664.55,358.48,238227.88
6553,1542,208,213.0,436.35,92942.55
6554,1542,288,241.68,402.57,97293.12
6555,1542,103,437.38,281.07,122934.4
6556,1542,238,426.0,116.82,49765.32
6557,1543,48,132.41,444.31,58831.09
6558,1543,94,268.51,159.71,42883.73
6559,1543,143,14.98,39.55,592.46
6560,1543,207,24.0,180.84,4340.16
6561,1543,267,333.0,368.02,122550.66
6562,1544,221,119.56,193.17,23095.41
6563,1544,118,277.78,60.24,16733.47
6564,1544,95,53.89,266.69,14371.92
6565,1545,148,751.0,363.37,272890.87
6566,1545,139,430.96,311.61,134291.45
6567,1545,33,737.71,366.77,270569.9
6568,1545,297,477.0,394.91,188372.07
6569,1545,229,287.0,218.07,62586.09
6570,1545,227,899.27,262.81,236337.15
6571,1546,193,52.23,109.04,5695.16
6572,1546,82,32.98,249.7,8235.11
6573,1546,226,77.16,132.02,10186.66
6574,1547,81,272.8,383.93,104736.1
6575,1547,109,239.53,118.44,28369.93
6576,1547,136,518.25,95.23,49352.95
6577,1547,168,400.73,123.35,49430.05
6578,1547,201,484.0,403.85,195463.4
6579,1547,34,421.92,309.07,130402.81
6580,1548,97,507.0,198.55,100664.85
6581,1548,298,657.55,155.91,102518.62
6582,1548,157,347.0,337.12,116980.64
6583,1548,286,339.0,280.17,94977.63
6584,1549,10,164.45,284.34,46759.71
6585,1549,143,95.44,39.55,3774.65
6586,1549,165,139.61,202.99,28339.43
6587,1550,228,37.0,72.0,2664.0
6588,1550,45,91.52,14.79,1353.58
6589,1550,73,254.02,303.25,77031.57
6590,1550,264,301.88,163.4,49327.19
6591,1550,35,316.0,75.69,23918.04
6592,1551,212,461.96,79.39,36675.0
6593,1551,240,508.0,342.82,174152.56
6594,1551,209,430.0,389.88,167648.4
6595,1552,162,390.0,231.72,90370.8
6596,1552,213,265.0,301.88,79998.2
6597,1552,188,434.0,291.73,126610.82
6598,1552,74,137.0,279.3,38264.1
6599,1552,94,749.54,159.71,119709.03
6600,1553,189,219.85,258.14,56752.08
6601,1553,250,318.0,422.44,134335.92
6602,1553,129,248.0,21.27,5274.96
6603,1553,261,186.0,367.11,68282.46
6604,1554,148,405.0,363.37,147164.85
6605,1554,139,205.38,311.61,63998.46
6606,1554,33,309.09,366.77,113364.94
6607,1554,297,596.0,394.91,235366.36
6608,1554,229,76.0,218.07,16573.32
6609,1554,227,409.33,262.81,107576.02
6610,1555,165,58.75,202.99,11925.66
6611,1555,244,320.07,158.94,50871.93
6612,1555,92,64.11,63.96,4100.48
6613,1555,262,510.0,300.34,153173.4
6614,1555,78,327.0,235.58,77034.66
6615,1555,1,85.0,436.54,37105.9
6616,1556,257,166.29,358.48,59611.64
6617,1556,208,490.0,436.35,213811.5
6618,1556,288,358.13,402.57,144172.39
6619,1556,103,197.86,281.07,55612.51
6620,1556,238,343.0,116.82,40069.26
6621,1557,37,546.13,370.67,202434.01
6622,1557,136,281.01,95.23,26760.58
6623,1557,194,151.84,48.5,7364.24
6624,1557,232,198.79,153.46,30506.31
6625,1557,214,256.77,418.43,107440.27
6626,1557,170,593.16,11.97,7100.13
6627,1558,189,254.31,258.14,65647.58
6628,1558,250,499.0,422.44,210797.56
6629,1558,129,683.0,21.27,14527.41
6630,1558,261,498.0,367.11,182820.78
6631,1559,162,411.0,231.72,95236.92
6632,1559,213,611.0,301.88,184448.68
6633,1559,188,530.0,291.73,154616.9
6634,1559,74,152.0,279.3,42453.6
6635,1559,94,588.09,159.71,93923.85
6636,1560,200,7.91,80.5,636.75
6637,1560,136,10.34,95.23,984.68
6638,1560,229,77.0,218.07,16791.39
6639,1561,71,685.65,273.96,187840.67
6640,1561,298,313.58,155.91,48890.26
6641,1561,161,782.0,403.16,315271.12
6642,1562,299,84.22,370.1,31169.82
6643,1562,198,409.41,86.4,35373.02
6644,1562,284,458.24,65.25,29900.16
6645,1562,270,387.98,209.82,81405.96
6646,1563,48,522.92,444.31,232338.59
6647,1563,94,54.28,159.71,8669.06
6648,1563,143,395.22,39.55,15630.95
6649,1563,207,284.0,180.84,51358.56
6650,1563,267,88.0,368.02,32385.76
6651,1564,212,535.95,79.39,42549.07
6652,1564,240,436.0,342.82,149469.52
6653,1564,209,383.0,389.88,149324.04
6654,1565,48,446.27,444.31,198282.22
6655,1565,94,569.7,159.71,90986.79
6656,1565,143,254.61,39.55,10069.83
6657,1565,207,149.0,180.84,26945.16
6658,1565,267,695.0,368.02,255773.9
6659,1566,287,550.61,241.46,132950.29
6660,1566,166,280.37,241.08,67591.6
6661,1566,196,498.0,112.94,56244.12
6662,1566,155,210.0,167.9,35259.0
6663,1567,271,247.0,137.72,34016.84
6664,1567,67,305.1,113.56,34647.16
6665,1567,126,529.58,301.4,159615.41
6666,1568,200,747.61,80.5,60182.61
6667,1568,136,869.98,95.23,82848.2
6668,1568,229,842.0,218.07,183614.94
6669,1569,291,139.22,142.34,19816.57
6670,1569,207,160.0,180.84,28934.4
6671,1569,72,203.0,105.2,21355.6
6672,1569,153,393.81,219.58,86472.8
6673,1569,104,128.19,388.48,49799.25
6674,1570,257,281.27,358.48,100829.67
6675,1570,208,150.0,436.35,65452.5
6676,1570,288,161.19,402.57,64890.26
6677,1570,103,235.3,281.07,66135.77
6678,1570,238,296.0,116.82,34578.72
6679,1571,260,117.0,76.43,8942.31
6680,1571,256,501.9,65.48,32864.41
6681,1571,199,553.0,130.44,72133.32
6682,1571,300,234.0,52.45,12273.3
6683,1572,257,489.99,358.48,175651.62
6684,1572,208,323.0,436.35,140941.05
6685,1572,288,666.58,402.57,268345.11
6686,1572,103,721.8,281.07,202876.33
6687,1572,238,376.0,116.82,43924.32
6688,1573,255,310.0,379.3,117583.0
6689,1573,132,811.0,82.12,66599.32
6690,1573,66,185.87,382.79,71149.18
6691,1573,35,431.0,75.69,32622.39
6692,1574,42,318.93,419.93,133928.27
6693,1574,133,315.0,42.65,13434.75
6694,1574,127,44.62,80.03,3570.94
6695,1574,178,117.0,355.76,41623.92
6696,1575,10,163.01,284.34,46350.26
6697,1575,143,85.62,39.55,3386.27
6698,1575,165,211.85,202.99,43003.43
6699,1576,250,40.0,422.44,16897.6
6700,1576,117,252.0,60.61,15273.72
6701,1576,139,29.8,311.61,9285.98
6702,1576,173,79.19,149.39,11830.19
6703,1576,154,234.56,279.36,65526.68
6704,1577,264,113.77,163.4,18590.02
6705,1577,194,195.14,48.5,9464.29
6706,1577,232,273.26,153.46,41934.48
6707,1577,274,133.0,106.8,14204.4
6708,1577,256,45.13,65.48,2955.11
6709,1577,276,32.82,174.6,5730.37
6710,1578,264,37.89,163.4,6191.23
6711,1578,194,982.93,48.5,47672.1
6712,1578,232,158.02,153.46,24249.75
6713,1578,274,276.0,106.8,29476.8
6714,1578,256,256.29,65.48,16781.87
6715,1578,276,536.39,174.6,93653.69
6716,1579,262,997.0,300.34,299438.98
6717,1579,230,74.83,241.07,18039.27
6718,1579,76,628.27,53.76,33775.8
6719,1579,93,746.51,9.5,7091.85
6720,1579,127,1100.3,80.03,88057.01
6721,1579,232,975.57,153.46,149710.97
